ID,Type,Compound_1,Compound_2,Compound_3,T_K,P_kPa,x_1,x_2,y_1,y_2
11,Isobaric,Chloroform,Methanol,Benzene,330.47,101.325,0.136,0.612,0.167,0.572
11,Isobaric,Chloroform,Methanol,Benzene,330.44,101.325,0.142,0.639,0.184,0.574
11,Isobaric,Chloroform,Methanol,Benzene,331.36,101.325,0.148,0.299,0.13,0.519
11,Isobaric,Chloroform,Methanol,Benzene,330.38,101.325,0.149,0.67,0.204,0.579
11,Isobaric,Chloroform,Methanol,Benzene,330.38,101.325,0.156,0.701,0.228,0.586
11,Isobaric,Chloroform,Methanol,Benzene,330.57,101.325,0.157,0.494,0.167,0.544
11,Isobaric,Chloroform,Methanol,Benzene,330.42,101.325,0.163,0.734,0.257,0.596
11,Isobaric,Chloroform,Methanol,Benzene,331.05,101.325,0.165,0.343,0.15,0.522
11,Isobaric,Chloroform,Methanol,Benzene,330.55,101.325,0.172,0.764,0.292,0.607
11,Isobaric,Chloroform,Methanol,Benzene,330.28,101.325,0.173,0.582,0.209,0.552
11,Isobaric,Chloroform,Methanol,Benzene,330.72,101.325,0.177,0.794,0.326,0.619
11,Isobaric,Chloroform,Methanol,Benzene,330.4,101.325,0.198,0.466,0.207,0.528
11,Isobaric,Chloroform,Methanol,Benzene,335.08,101.325,0.202,0.087,0.179,0.406
11,Isobaric,Chloroform,Methanol,Benzene,331.04,101.325,0.212,0.305,0.192,0.501
11,Isobaric,Chloroform,Methanol,Benzene,329.9,101.325,0.219,0.576,0.269,0.534
11,Isobaric,Chloroform,Methanol,Benzene,329.64,101.325,0.237,0.609,0.312,0.531
11,Isobaric,Chloroform,Methanol,Benzene,329.53,101.325,0.24,0.691,0.365,0.546
11,Isobaric,Chloroform,Methanol,Benzene,330.11,101.325,0.251,0.449,0.268,0.503
11,Isobaric,Chloroform,Methanol,Benzene,329.62,101.325,0.259,0.546,0.312,0.513
11,Isobaric,Chloroform,Methanol,Benzene,335.42,101.325,0.262,0.068,0.24,0.373
11,Isobaric,Chloroform,Methanol,Benzene,329.3,101.325,0.28,0.575,0.36,0.508
11,Isobaric,Chloroform,Methanol,Benzene,330.15,101.325,0.283,0.373,0.282,0.483
11,Isobaric,Chloroform,Methanol,Benzene,332.48,101.325,0.302,0.136,0.261,0.429
11,Isobaric,Chloroform,Methanol,Benzene,328.99,101.325,0.318,0.547,0.391,0.489
11,Isobaric,Chloroform,Methanol,Benzene,329.49,101.325,0.325,0.431,0.348,0.474
11,Isobaric,Chloroform,Methanol,Benzene,331.57,101.325,0.344,0.171,0.301,0.432
11,Isobaric,Chloroform,Methanol,Benzene,329.63,101.325,0.345,0.389,0.355,0.463
11,Isobaric,Chloroform,Methanol,Benzene,328.94,101.325,0.359,0.47,0.405,0.465
11,Isobaric,Chloroform,Methanol,Benzene,328.68,101.325,0.37,0.481,0.428,0.459
11,Isobaric,Chloroform,Methanol,Benzene,333.35,101.325,0.381,0.092,0.34,0.375
11,Isobaric,Chloroform,Methanol,Benzene,328.16,101.325,0.397,0.507,0.475,0.448
11,Isobaric,Chloroform,Methanol,Benzene,329.02,101.325,0.41,0.382,0.425,0.442
11,Isobaric,Chloroform,Methanol,Benzene,332.68,101.325,0.414,0.098,0.371,0.368
11,Isobaric,Chloroform,Methanol,Benzene,330.34,101.325,0.415,0.223,0.374,0.426
11,Isobaric,Chloroform,Methanol,Benzene,331.93,101.325,0.443,0.115,0.394,0.374
11,Isobaric,Chloroform,Methanol,Benzene,327.6,101.325,0.453,0.489,0.521,0.436
11,Isobaric,Chloroform,Methanol,Benzene,328.56,101.325,0.472,0.357,0.478,0.418
11,Isobaric,Chloroform,Methanol,Benzene,329.19,101.325,0.482,0.279,0.457,0.41
11,Isobaric,Chloroform,Methanol,Benzene,330.71,101.325,0.503,0.144,0.447,0.372
11,Isobaric,Chloroform,Methanol,Benzene,327.32,101.325,0.51,0.437,0.566,0.399
11,Isobaric,Chloroform,Methanol,Benzene,328.74,101.325,0.539,0.267,0.507,0.391
11,Isobaric,Chloroform,Methanol,Benzene,332.85,101.325,0.55,0.07,0.505,0.303
11,Isobaric,Chloroform,Methanol,Benzene,327.82,101.325,0.59,0.3,0.57,0.374
11,Isobaric,Chloroform,Methanol,Benzene,328.97,101.325,0.608,0.188,0.545,0.358
11,Isobaric,Chloroform,Methanol,Benzene,331.86,101.325,0.647,0.069,0.591,0.275
11,Isobaric,Chloroform,Methanol,Benzene,327.73,101.325,0.693,0.219,0.622,0.339
11,Isobaric,Chloroform,Methanol,Benzene,330.79,101.325,0.695,0.079,0.621,0.277
11,Isobaric,Chloroform,Methanol,Benzene,332.64,101.325,0.729,0.043,0.689,0.209
11,Isobaric,Chloroform,Methanol,Benzene,330.41,101.325,0.829,0.055,0.737,0.217
